userId,rating,genreCount,reviewCount,averageRating,percentGenre
2,3.75,4,29,3.9482758620689653,0.13793103448275862
4,3.0,1,216,3.5555555555555554,0.004629629629629629
5,3.6666666666666665,3,44,3.6363636363636362,0.06818181818181818
6,4.666666666666667,3,314,3.4936305732484074,0.009554140127388535
7,2.4545454545454546,11,152,3.2302631578947367,0.07236842105263158
8,4.5,2,47,3.574468085106383,0.0425531914893617
9,3.0,1,46,3.260869565217391,0.021739130434782608
10,3.361111111111111,18,140,3.2785714285714285,0.12857142857142856
11,5.0,1,64,3.78125,0.015625
14,4.0,1,48,3.3958333333333335,0.020833333333333332
15,3.3055555555555554,18,135,3.448148148148148,0.13333333333333333
16,4.125,4,98,3.7244897959183674,0.04081632653061224
17,4.166666666666667,6,105,4.20952380952381,0.05714285714285714
18,3.675675675675676,37,502,3.7320717131474104,0.07370517928286853
19,3.0,1,703,2.607396870554765,0.001422475106685633
20,4.6,5,242,3.590909090909091,0.02066115702479339
21,3.5964912280701755,57,443,3.260722347629797,0.12866817155756208
22,1.75,6,119,2.5714285714285716,0.05042016806722689
23,3.0,1,121,3.6487603305785123,0.008264462809917356
24,3.85,10,110,3.65,0.09090909090909091
25,5.0,3,26,4.8076923076923075,0.11538461538461539
26,3.0,1,21,3.238095238095238,0.047619047619047616
27,4.0,2,135,3.5481481481481483,0.014814814814814815
28,3.769230769230769,13,570,3.020175438596491,0.02280701754385965
29,4.1,5,81,4.1419753086419755,0.06172839506172839
30,5.0,8,34,4.735294117647059,0.23529411764705882
33,3.0,1,156,3.7884615384615383,0.00641025641025641
34,3.1666666666666665,3,86,3.4186046511627906,0.03488372093023256
35,4.0,2,23,4.086956521739131,0.08695652173913043
37,5.0,1,21,4.142857142857143,0.047619047619047616
38,3.3333333333333335,3,78,3.217948717948718,0.038461538461538464
39,4.0,1,100,4.0,0.01
40,4.333333333333333,3,103,3.766990291262136,0.02912621359223301
41,1.5,6,217,3.2534562211981566,0.027649769585253458
42,4.5,2,440,3.565909090909091,0.004545454545454545
43,5.0,3,114,4.552631578947368,0.02631578947368421
45,4.714285714285714,7,399,3.8759398496240602,0.017543859649122806
46,5.0,2,42,4.0,0.047619047619047616
47,2.9166666666666665,6,140,3.0535714285714284,0.04285714285714286
48,4.25,2,33,4.03030303030303,0.06060606060606061
49,4.333333333333333,3,21,4.261904761904762,0.14285714285714285
50,2.0681818181818183,22,310,2.7806451612903227,0.07096774193548387
51,3.25,6,359,3.7757660167130918,0.016713091922005572
52,4.5,16,130,4.476923076923077,0.12307692307692308
54,3.0,2,33,3.0303030303030303,0.06060606060606061
56,5.0,1,46,3.8043478260869565,0.021739130434782608
57,3.75,4,476,3.392857142857143,0.008403361344537815
58,4.333333333333333,3,112,3.9017857142857144,0.026785714285714284
59,5.0,1,107,4.355140186915888,0.009345794392523364
60,5.0,1,22,3.727272727272727,0.045454545454545456
62,4.0588235294117645,51,366,4.081967213114754,0.13934426229508196
63,3.380952380952381,21,271,3.6309963099630997,0.07749077490774908
64,3.7142857142857144,7,517,3.7688588007736943,0.013539651837524178
65,4.333333333333333,6,34,4.029411764705882,0.17647058823529413
66,5.0,1,345,4.0202898550724635,0.002898550724637681
67,4.0,1,36,3.9722222222222223,0.027777777777777776
68,3.8596491228070176,57,1260,3.233730158730159,0.04523809523809524
70,4.0,1,62,4.32258064516129,0.016129032258064516
72,4.25,2,45,4.155555555555556,0.044444444444444446
73,4.038461538461538,26,210,3.711904761904762,0.12380952380952381
75,4.5,1,69,3.2318840579710146,0.014492753623188406
76,3.0,7,119,3.0840336134453783,0.058823529411764705
77,4.416666666666667,6,29,4.0,0.20689655172413793
78,4.0,2,61,3.1639344262295084,0.03278688524590164
80,4.270833333333333,24,167,4.2604790419161676,0.1437125748502994
81,2.5,2,26,2.769230769230769,0.07692307692307693
82,3.25,2,227,3.381057268722467,0.00881057268722467
83,3.727272727272727,11,118,3.309322033898305,0.09322033898305085
84,5.0,1,293,3.689419795221843,0.0034129692832764505
86,3.857142857142857,7,70,3.9285714285714284,0.1
88,4.666666666666667,3,56,4.035714285714286,0.05357142857142857
89,4.125,8,518,3.472972972972973,0.015444015444015444
91,3.7857142857142856,7,575,3.3956521739130436,0.01217391304347826
92,4.5,1,24,3.9375,0.041666666666666664
93,5.0,1,97,4.288659793814433,0.010309278350515464
94,4.0,2,56,3.0357142857142856,0.03571428571428571
95,4.125,4,168,4.0625,0.023809523809523808
96,5.0,1,78,3.8846153846153846,0.01282051282051282
97,4.0,1,36,4.194444444444445,0.027777777777777776
98,3.2916666666666665,12,92,3.9130434782608696,0.13043478260869565
99,5.0,1,53,3.8679245283018866,0.018867924528301886
100,4.5,1,148,3.945945945945946,0.006756756756756757
101,4.0,1,61,3.557377049180328,0.01639344262295082
102,3.5,2,56,3.357142857142857,0.03571428571428571
103,3.15,30,377,3.907161803713528,0.07957559681697612
104,3.857142857142857,14,273,3.5073260073260073,0.05128205128205128
105,3.9242424242424243,33,722,4.116343490304709,0.045706371191135735
106,4.7727272727272725,11,33,4.4393939393939394,0.3333333333333333
107,5.0,1,34,3.911764705882353,0.029411764705882353
108,3.0,1,76,3.986842105263158,0.013157894736842105
109,3.0,2,127,3.220472440944882,0.015748031496062992
111,2.933333333333333,30,646,3.3397832817337463,0.04643962848297214
112,4.583333333333333,6,65,3.5923076923076924,0.09230769230769231
114,3.1,10,31,3.435483870967742,0.3225806451612903
115,4.0,2,112,3.767857142857143,0.017857142857142856
116,1.0,1,87,3.4367816091954024,0.011494252873563218
117,4.0,3,165,3.3393939393939394,0.01818181818181818
119,4.2272727272727275,22,215,4.176744186046512,0.10232558139534884
121,3.0,2,58,3.293103448275862,0.034482758620689655
122,4.238095238095238,21,292,4.546232876712328,0.07191780821917808
123,4.25,6,56,4.035714285714286,0.10714285714285714
125,3.6136363636363638,22,360,3.859722222222222,0.06111111111111111
126,4.333333333333333,3,38,3.289473684210526,0.07894736842105263
129,3.9375,8,140,3.9214285714285713,0.05714285714285714
130,3.0,2,28,3.5357142857142856,0.07142857142857142
131,4.0,4,69,3.4420289855072466,0.057971014492753624
132,3.45,10,347,3.0389048991354466,0.02881844380403458
133,3.0,1,35,3.0,0.02857142857142857
134,4.0,2,35,3.5714285714285716,0.05714285714285714
136,3.3333333333333335,3,111,3.315315315315315,0.02702702702702703
137,3.5,2,141,3.978723404255319,0.014184397163120567
138,5.0,1,22,3.522727272727273,0.045454545454545456
139,2.4545454545454546,33,194,2.1443298969072164,0.17010309278350516
140,4.2,5,608,3.4991776315789473,0.008223684210526315
141,3.736842105263158,19,168,3.5386904761904763,0.1130952380952381
142,4.333333333333333,3,38,3.8157894736842106,0.07894736842105263
143,3.2,5,71,3.323943661971831,0.07042253521126761
144,3.8333333333333335,3,128,3.62890625,0.0234375
145,3.5,2,23,3.347826086956522,0.08695652173913043
146,3.0,1,32,3.140625,0.03125
148,3.75,16,48,3.7395833333333335,0.3333333333333333
152,3.5,3,63,4.023809523809524,0.047619047619047616
153,1.0909090909090908,11,179,2.217877094972067,0.061452513966480445
154,4.428571428571429,14,34,4.382352941176471,0.4117647058823529
156,4.0,1,398,3.692211055276382,0.002512562814070352
159,4.333333333333333,3,97,3.2731958762886597,0.030927835051546393
160,3.75,4,437,2.708237986270023,0.009153318077803204
162,4.0,1,38,4.2368421052631575,0.02631578947368421
166,4.428571428571429,7,190,4.073684210526316,0.03684210526315789
167,4.0625,8,173,3.439306358381503,0.046242774566473986
169,4.416666666666667,6,269,4.24907063197026,0.022304832713754646
170,3.0,3,50,3.34,0.06
173,3.5,2,25,3.48,0.08
174,4.0,2,67,3.656716417910448,0.029850746268656716
176,4.0,1,36,4.055555555555555,0.027777777777777776
177,3.6339285714285716,56,904,3.375553097345133,0.061946902654867256
178,3.25,2,77,4.090909090909091,0.025974025974025976
179,4.0,2,69,3.782608695652174,0.028985507246376812
181,4.0,1,118,2.940677966101695,0.00847457627118644
182,2.5714285714285716,7,977,3.5112589559877176,0.007164790174002047
184,3.9166666666666665,12,134,3.705223880597015,0.08955223880597014
185,4.0,2,47,3.5319148936170213,0.0425531914893617
186,4.333333333333333,3,226,4.079646017699115,0.01327433628318584
187,2.1666666666666665,6,258,3.7751937984496124,0.023255813953488372
189,4.1,5,20,4.1,0.25
190,4.5,6,66,3.909090909090909,0.09090909090909091
191,2.0,1,85,3.7411764705882353,0.011764705882352941
192,5.0,1,22,4.045454545454546,0.045454545454545456
193,4.0,1,35,3.8,0.02857142857142857
195,4.0,1,187,3.5294117647058822,0.0053475935828877
196,4.625,4,32,3.9375,0.125
198,3.5,2,230,3.491304347826087,0.008695652173913044
199,2.75,4,363,3.3953168044077136,0.011019283746556474
200,4.0,12,334,3.809880239520958,0.03592814371257485
201,4.0,1,110,4.1,0.00909090909090909
202,4.0,2,403,3.8188585607940446,0.004962779156327543
203,4.0,4,45,3.8444444444444446,0.08888888888888889
204,3.75,6,83,3.9578313253012047,0.07228915662650602
205,3.75,8,27,3.8703703703703702,0.2962962962962963
209,4.4,5,35,4.242857142857143,0.14285714285714285
210,4.2592592592592595,27,138,4.079710144927536,0.1956521739130435
211,3.9166666666666665,12,89,3.904494382022472,0.1348314606741573
212,3.4464285714285716,28,248,3.590725806451613,0.11290322580645161
213,3.6875,8,84,3.8273809523809526,0.09523809523809523
215,4.0,1,98,3.9081632653061225,0.01020408163265306
216,4.0,2,164,3.6646341463414633,0.012195121951219513
218,2.6666666666666665,3,26,3.3653846153846154,0.11538461538461539
219,3.375,20,528,3.165719696969697,0.03787878787878788
220,3.925,20,207,3.963768115942029,0.0966183574879227
221,2.5,1,331,4.126888217522659,0.0030211480362537764
222,3.1818181818181817,11,250,3.166,0.044
223,3.5,7,75,3.2733333333333334,0.09333333333333334
226,3.7142857142857144,14,507,3.4763313609467454,0.027613412228796843
227,3.888888888888889,9,94,4.202127659574468,0.09574468085106383
229,4.5,2,65,3.7384615384615385,0.03076923076923077
230,3.45,10,139,2.8597122302158273,0.07194244604316546
231,4.0,2,24,3.8541666666666665,0.08333333333333333
232,3.526315789473684,38,862,3.2505800464037122,0.04408352668213457
233,3.0384615384615383,13,150,3.3,0.08666666666666667
234,5.0,1,202,3.504950495049505,0.0049504950495049506
235,5.0,3,65,3.646153846153846,0.046153846153846156
237,3.75,2,50,3.36,0.04
239,4.0,17,279,4.026881720430108,0.06093189964157706
240,3.6666666666666665,3,128,3.9140625,0.0234375
241,4.333333333333333,3,76,3.9802631578947367,0.039473684210526314
242,3.0,1,35,3.6,0.02857142857142857
243,3.0,1,36,4.138888888888889,0.027777777777777776
246,4.288461538461538,26,204,4.252450980392157,0.12745098039215685
247,3.8,25,150,3.7466666666666666,0.16666666666666666
248,3.25,6,51,3.7450980392156863,0.11764705882352941
249,3.775,100,1046,3.6964627151051626,0.09560229445506692
251,5.0,1,23,4.869565217391305,0.043478260869565216
