userId,rating,genreCount,reviewCount,averageRating,percentGenre
1,4.285714285714286,7,232,4.366379310344827,0.03017241379310345
2,3.5,1,29,3.9482758620689653,0.034482758620689655
4,3.8,10,216,3.5555555555555554,0.046296296296296294
5,3.0,2,44,3.6363636363636362,0.045454545454545456
6,3.8181818181818183,11,314,3.4936305732484074,0.03503184713375796
7,1.5,1,152,3.2302631578947367,0.006578947368421052
8,3.0,2,47,3.574468085106383,0.0425531914893617
9,4.0,1,46,3.260869565217391,0.021739130434782608
11,4.0,2,64,3.78125,0.03125
13,4.0,1,31,3.6451612903225805,0.03225806451612903
14,4.25,4,48,3.3958333333333335,0.08333333333333333
15,2.5,2,135,3.448148148148148,0.014814814814814815
16,3.0,1,98,3.7244897959183674,0.01020408163265306
17,4.25,6,105,4.20952380952381,0.05714285714285714
18,4.181818181818182,11,502,3.7320717131474104,0.021912350597609563
19,2.5454545454545454,11,703,2.607396870554765,0.015647226173541962
20,1.5,2,242,3.590909090909091,0.008264462809917356
21,4.0,4,443,3.260722347629797,0.009029345372460496
22,4.0,1,119,2.5714285714285716,0.008403361344537815
23,3.5,3,121,3.6487603305785123,0.024793388429752067
27,3.9,10,135,3.5481481481481483,0.07407407407407407
28,3.2916666666666665,24,570,3.020175438596491,0.042105263157894736
29,4.444444444444445,9,81,4.1419753086419755,0.1111111111111111
32,3.0,1,102,3.7549019607843137,0.00980392156862745
33,4.0,1,156,3.7884615384615383,0.00641025641025641
34,3.5,2,86,3.4186046511627906,0.023255813953488372
35,3.5,2,23,4.086956521739131,0.08695652173913043
36,2.0,1,60,2.6333333333333333,0.016666666666666666
37,4.0,1,21,4.142857142857143,0.047619047619047616
38,2.6,5,78,3.217948717948718,0.0641025641025641
39,4.0,1,100,4.0,0.01
40,4.0,6,103,3.766990291262136,0.05825242718446602
41,4.0,2,217,3.2534562211981566,0.009216589861751152
42,3.9166666666666665,12,440,3.565909090909091,0.02727272727272727
43,4.0,3,114,4.552631578947368,0.02631578947368421
45,3.6666666666666665,3,399,3.8759398496240602,0.007518796992481203
46,4.333333333333333,3,42,4.0,0.07142857142857142
47,3.5,1,140,3.0535714285714284,0.007142857142857143
50,3.1666666666666665,6,310,2.7806451612903227,0.01935483870967742
51,3.5555555555555554,9,359,3.7757660167130918,0.025069637883008356
52,4.0,2,130,4.476923076923077,0.015384615384615385
54,3.0,1,33,3.0303030303030303,0.030303030303030304
57,3.6842105263157894,19,476,3.392857142857143,0.03991596638655462
58,3.3333333333333335,3,112,3.9017857142857144,0.026785714285714284
61,3.875,4,39,4.051282051282051,0.10256410256410256
62,4.5,5,366,4.081967213114754,0.01366120218579235
63,4.0,1,271,3.6309963099630997,0.0036900369003690036
64,3.9444444444444446,9,517,3.7688588007736943,0.017408123791102514
66,4.55,10,345,4.0202898550724635,0.028985507246376812
67,3.75,2,36,3.9722222222222223,0.05555555555555555
68,3.3863636363636362,22,1260,3.233730158730159,0.01746031746031746
69,5.0,4,46,4.369565217391305,0.08695652173913043
70,4.0,1,62,4.32258064516129,0.016129032258064516
72,4.0,1,45,4.155555555555556,0.022222222222222223
73,4.75,2,210,3.711904761904762,0.009523809523809525
74,4.1,5,177,4.271186440677966,0.02824858757062147
75,4.5,2,69,3.2318840579710146,0.028985507246376812
76,2.8,5,119,3.0840336134453783,0.04201680672268908
78,2.0,1,61,3.1639344262295084,0.01639344262295082
82,3.625,8,227,3.381057268722467,0.03524229074889868
83,0.5,1,118,3.309322033898305,0.00847457627118644
84,4.0,8,293,3.689419795221843,0.027303754266211604
86,4.0,1,70,3.9285714285714284,0.014285714285714285
88,4.0,2,56,4.035714285714286,0.03571428571428571
89,4.5,4,518,3.472972972972973,0.007722007722007722
91,3.5833333333333335,18,575,3.3956521739130436,0.03130434782608696
93,4.0,4,97,4.288659793814433,0.041237113402061855
94,3.3333333333333335,3,56,3.0357142857142856,0.05357142857142857
96,4.0,1,78,3.8846153846153846,0.01282051282051282
99,4.333333333333333,3,53,3.8679245283018866,0.05660377358490566
100,4.3,5,148,3.945945945945946,0.033783783783783786
102,3.4,5,56,3.357142857142857,0.08928571428571429
103,4.4375,8,377,3.907161803713528,0.021220159151193633
104,2.8333333333333335,3,273,3.5073260073260073,0.01098901098901099
105,4.0,7,722,4.116343490304709,0.009695290858725761
107,4.333333333333333,3,34,3.911764705882353,0.08823529411764706
108,5.0,1,76,3.986842105263158,0.013157894736842105
109,3.3333333333333335,6,127,3.220472440944882,0.047244094488188976
111,3.375,4,646,3.3397832817337463,0.006191950464396285
