userId,rating,genreCount,reviewCount,averageRating,percentGenre
1,4.297872340425532,47,232,4.366379310344827,0.2025862068965517
3,3.375,4,39,2.4358974358974357,0.10256410256410256
4,3.6842105263157894,19,216,3.5555555555555554,0.08796296296296297
5,4.142857142857143,7,44,3.6363636363636362,0.1590909090909091
6,3.5384615384615383,26,314,3.4936305732484074,0.08280254777070063
7,3.0652173913043477,23,152,3.2302631578947367,0.1513157894736842
8,3.25,4,47,3.574468085106383,0.0851063829787234
9,5.0,2,46,3.260869565217391,0.043478260869565216
10,3.4411764705882355,17,140,3.2785714285714285,0.12142857142857143
11,2.0,1,64,3.78125,0.015625
12,4.25,4,32,4.390625,0.125
13,3.0,1,31,3.6451612903225805,0.03225806451612903
14,1.0,1,48,3.3958333333333335,0.020833333333333332
15,2.90625,16,135,3.448148148148148,0.11851851851851852
16,3.9375,16,98,3.7244897959183674,0.16326530612244897
17,4.323529411764706,17,105,4.20952380952381,0.1619047619047619
18,3.644230769230769,52,502,3.7320717131474104,0.10358565737051793
19,2.8333333333333335,96,703,2.607396870554765,0.13655761024182078
20,3.8645833333333335,48,242,3.590909090909091,0.19834710743801653
21,3.0873015873015874,63,443,3.260722347629797,0.14221218961625282
22,1.875,16,119,2.5714285714285716,0.13445378151260504
23,3.8214285714285716,14,121,3.6487603305785123,0.11570247933884298
24,3.7333333333333334,15,110,3.65,0.13636363636363635
25,5.0,3,26,4.8076923076923075,0.11538461538461539
27,3.3636363636363638,22,135,3.5481481481481483,0.16296296296296298
28,3.1,30,570,3.020175438596491,0.05263157894736842
29,3.875,4,81,4.1419753086419755,0.04938271604938271
30,4.75,4,34,4.735294117647059,0.11764705882352941
31,3.7,10,50,3.92,0.2
32,3.5833333333333335,12,102,3.7549019607843137,0.11764705882352941
33,3.5,6,156,3.7884615384615383,0.038461538461538464
34,3.25,14,86,3.4186046511627906,0.16279069767441862
35,4.0,2,23,4.086956521739131,0.08695652173913043
36,2.0,3,60,2.6333333333333333,0.05
37,3.5,2,21,4.142857142857143,0.09523809523809523
38,3.142857142857143,7,78,3.217948717948718,0.08974358974358974
39,3.75,16,100,4.0,0.16
40,3.75,12,103,3.766990291262136,0.11650485436893204
41,2.75,20,217,3.2534562211981566,0.09216589861751152
42,3.590909090909091,22,440,3.565909090909091,0.05
43,4.882352941176471,17,114,4.552631578947368,0.14912280701754385
44,2.3333333333333335,3,48,3.3541666666666665,0.0625
45,3.7555555555555555,45,399,3.8759398496240602,0.11278195488721804
46,4.666666666666667,3,42,4.0,0.07142857142857142
47,2.5,7,140,3.0535714285714284,0.05
48,4.5,5,33,4.03030303030303,0.15151515151515152
50,2.8295454545454546,44,310,2.7806451612903227,0.14193548387096774
51,3.875,40,359,3.7757660167130918,0.11142061281337047
52,4.545454545454546,11,130,4.476923076923077,0.08461538461538462
54,3.0,3,33,3.0303030303030303,0.09090909090909091
55,1.75,4,25,2.84,0.16
56,3.3333333333333335,3,46,3.8043478260869565,0.06521739130434782
57,3.42,50,476,3.392857142857143,0.10504201680672269
58,4.0,11,112,3.9017857142857144,0.09821428571428571
59,3.25,8,107,4.355140186915888,0.07476635514018691
60,3.0,2,22,3.727272727272727,0.09090909090909091
61,4.25,4,39,4.051282051282051,0.10256410256410256
62,3.8943661971830985,71,366,4.081967213114754,0.19398907103825136
63,3.5921052631578947,38,271,3.6309963099630997,0.14022140221402213
64,3.8208955223880596,67,517,3.7688588007736943,0.12959381044487428
65,3.625,4,34,4.029411764705882,0.11764705882352941
66,4.1,40,345,4.0202898550724635,0.11594202898550725
67,3.0833333333333335,6,36,3.9722222222222223,0.16666666666666666
68,3.2907801418439715,141,1260,3.233730158730159,0.11190476190476191
69,5.0,1,46,4.369565217391305,0.021739130434782608
70,4.625,4,62,4.32258064516129,0.06451612903225806
71,4.0,4,35,3.6,0.11428571428571428
73,3.68,25,210,3.711904761904762,0.11904761904761904
74,4.5,6,177,4.271186440677966,0.03389830508474576
75,3.388888888888889,9,69,3.2318840579710146,0.13043478260869565
76,1.96875,16,119,3.0840336134453783,0.13445378151260504
77,4.8,5,29,4.0,0.1724137931034483
78,2.5,3,61,3.1639344262295084,0.04918032786885246
79,4.0,4,64,4.203125,0.0625
80,4.346153846153846,13,167,4.2604790419161676,0.07784431137724551
81,1.0,1,26,2.769230769230769,0.038461538461538464
82,3.25,26,227,3.381057268722467,0.1145374449339207
83,3.2,15,118,3.309322033898305,0.1271186440677966
84,3.5625,16,293,3.689419795221843,0.05460750853242321
85,5.0,1,34,3.7058823529411766,0.029411764705882353
86,3.9444444444444446,18,70,3.9285714285714284,0.2571428571428571
87,4.3,5,21,3.9523809523809526,0.23809523809523808
88,4.7,5,56,4.035714285714286,0.08928571428571429
89,3.4649122807017543,57,518,3.472972972972973,0.11003861003861004
90,3.5,2,54,4.074074074074074,0.037037037037037035
91,3.8384615384615386,65,575,3.3956521739130436,0.11304347826086956
92,4.5,4,24,3.9375,0.16666666666666666
93,4.2631578947368425,19,97,4.288659793814433,0.1958762886597938
94,2.8333333333333335,6,56,3.0357142857142856,0.10714285714285714
95,4.0,11,168,4.0625,0.06547619047619048
96,3.625,8,78,3.8846153846153846,0.10256410256410256
97,5.0,2,36,4.194444444444445,0.05555555555555555
98,3.4210526315789473,19,92,3.9130434782608696,0.20652173913043478
100,3.95,10,148,3.945945945945946,0.06756756756756757
101,3.6666666666666665,3,61,3.557377049180328,0.04918032786885246
103,3.636986301369863,73,377,3.907161803713528,0.19363395225464192
104,3.6847826086956523,46,273,3.5073260073260073,0.1684981684981685
105,3.9767441860465116,86,722,4.116343490304709,0.11911357340720222
106,4.5,20,33,4.4393939393939394,0.6060606060606061
107,4.0,4,34,3.911764705882353,0.11764705882352941
108,3.0,2,76,3.986842105263158,0.02631578947368421
109,2.888888888888889,9,127,3.220472440944882,0.07086614173228346
111,3.184931506849315,73,646,3.3397832817337463,0.1130030959752322
112,3.5,7,65,3.5923076923076924,0.1076923076923077
113,3.6666666666666665,9,150,3.6466666666666665,0.06
